Year,State,AverageTemperature,AverageTemperatureUncertainty,Dis No,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1993,Texas,17.977166666666665,0.16841666666666666,1993-0430-USA,430,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1993,5.0,,1993,5.0,,,,,,,,40000.0,,56.5046456390697
1993,Texas,17.977166666666665,0.16841666666666666,1993-0429-USA,429,Natural,Meteorological,Storm,Tropical cyclone,,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1993,4.0,28.0,1993,4.0,29.0,,,,,,,45000.0,,56.5046456390697
1993,Texas,17.977166666666665,0.16841666666666666,1993-0431-USA,431,Natural,Meteorological,Storm,Tropical cyclone,,Wylie,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1993,5.0,5.0,1993,5.0,5.0,3.0,60.0,,,60.0,,165000.0,,56.5046456390697
1993,Texas,17.977166666666665,0.16841666666666666,1993-0424-USA,424,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1993,3.0,12.0,1993,3.0,12.0,270.0,,,,,,1960000.0,5000000.0,56.5046456390697
1993,Utah,7.944166666666668,0.2565,1993-0420-USA,420,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Heavy rain,,,,No,No,,,Km2,,,,"Tijuana, Mojave, Gila, Salt, San Francisco",1993,1.0,6.0,1993,1.0,20.0,43.0,,6000.0,,6000.0,,,100000.0,56.5046456390697
1993,Utah,7.944166666666668,0.2565,1993-0100-USA,100,Natural,Meteorological,Storm,,,,Declar/Int,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1993,1.0,12.0,1993,1.0,12.0,,,,,,,125000.0,,56.5046456390697
1993,Vermont,5.766749999999999,0.23991666666666667,1993-0424-USA,424,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1993,3.0,12.0,1993,3.0,12.0,270.0,,,,,,1960000.0,5000000.0,56.5046456390697
1993,Virginia,13.286583333333333,0.20174999999999996,1993-0433-USA,433,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1993,6.0,2.0,1993,6.0,2.0,,,,,,,150000.0,,56.5046456390697
1993,Virginia,13.286583333333333,0.20174999999999996,1993-0421-USA,421,Natural,Hydrological,Flood,Flash flood,,,SigDam,United States of America (the),USA,Northern America,Americas,Brief torrential rain,,,,No,No,,42380.0,Km2,,,,,1993,1.0,20.0,1993,1.0,21.0,,,200.0,,200.0,,175000.0,,56.5046456390697
1993,Virginia,13.286583333333333,0.20174999999999996,1993-0193-USA,193,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1993,8.0,6.0,1993,8.0,6.0,4.0,150.0,,,150.0,,30000.0,,56.5046456390697
1993,Virginia,13.286583333333333,0.20174999999999996,1993-0424-USA,424,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1993,3.0,12.0,1993,3.0,12.0,270.0,,,,,,1960000.0,5000000.0,56.5046456390697
1993,Washington,7.423583333333334,0.2046666666666667,1993-0099-USA,99,Natural,Hydrological,Flood,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1993,1.0,20.0,1993,1.0,20.0,5.0,,,,,,,,56.5046456390697
1993,West Virginia,11.408333333333333,0.19416666666666668,1993-0433-USA,433,Natural,Meteorological,Storm,Convective storm,Severe storm,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1993,6.0,2.0,1993,6.0,2.0,,,,,,,150000.0,,56.5046456390697
1993,West Virginia,11.408333333333333,0.19416666666666668,1993-0424-USA,424,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1993,3.0,12.0,1993,3.0,12.0,270.0,,,,,,1960000.0,5000000.0,56.5046456390697
1993,Wisconsin,5.9135,0.23641666666666672,1993-0434-USA,434,Natural,Meteorological,Storm,Convective storm,Tornado,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1993,6.0,7.0,1993,6.0,9.0,3.0,,,,,,220000.0,,56.5046456390697
1993,Wisconsin,5.9135,0.23641666666666672,1993-0043-USA,43,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Heavy rain,,,,No,No,,445000.0,Km2,,,,"Iowa, Des Moines, Mississippi, Raccoon, Cedar, Rock, Illinois, Big Muddy, Missouri, Big Sioux, Red",1993,6.0,24.0,1993,8.0,23.0,48.0,,31000.0,,31000.0,,755000.0,12000000.0,56.5046456390697
1994,Alabama,17.517583333333334,0.19133333333333338,1994-0019-USA,19,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,3.0,26.0,1994,3.0,26.0,44.0,350.0,,,350.0,,245000.0,,57.9779742380726
1994,Alabama,17.517583333333334,0.19133333333333338,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1994,Alabama,17.517583333333334,0.19133333333333338,1994-0152-USA,152,Natural,Meteorological,Storm,Tropical cyclone,,Alberto,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,7.0,,1994,7.0,,32.0,22.0,20000.0,,20022.0,,95000.0,250000.0,57.9779742380726
1994,Alabama,17.517583333333334,0.19133333333333338,1994-0146-USA,146,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,6.0,27.0,1994,6.0,27.0,2.0,18.0,300.0,,318.0,,,,57.9779742380726
1994,Arkansas,16.014583333333334,0.18683333333333332,1994-0019-USA,19,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,3.0,26.0,1994,3.0,26.0,44.0,350.0,,,350.0,,245000.0,,57.9779742380726
1994,Arkansas,16.014583333333334,0.18683333333333332,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1994,Arkansas,16.014583333333334,0.18683333333333332,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,California,14.568166666666665,0.2298333333333333,1994-0002-USA,2,Natural,Geophysical,Earthquake,Ground movement,,,Kill,United States of America (the),USA,Northern America,Americas,,Fire,,,No,No,,7.0,Richter,0.34 N,30.12 E,,,1994,1.0,17.0,1994,1.0,17.0,60.0,7000.0,,20000.0,27000.0,,10400000.0,30000000.0,57.9779742380726
1994,California,14.568166666666665,0.2298333333333333,1994-0045-USA,45,Natural,Hydrological,Landslide,Mudslide,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,,,,,,1994,2.0,20.0,1994,2.0,20.0,,,125.0,,125.0,,,,57.9779742380726
1994,California,14.568166666666665,0.2298333333333333,1994-0192-USA,192,Natural,Climatological,Wildfire,Forest fire,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,10000.0,Km2,,,,,1994,8.0,6.0,1994,8.0,6.0,,,1200.0,,1200.0,,,,57.9779742380726
1994,Colorado,7.988833333333333,0.19000000000000006,1994-0339-USA,339,Natural,Meteorological,Storm,Convective storm,Hail,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,10.0,7.0,1994,10.0,7.0,,,,,,,77000.0,,57.9779742380726
1994,Colorado,7.988833333333333,0.19000000000000006,1994-0154-USA,154,Natural,Climatological,Wildfire,Forest fire,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,607.0,Km2,,,,,1994,7.0,6.0,1994,7.0,6.0,13.0,,,,,,,,57.9779742380726
1994,Colorado,7.988833333333333,0.19000000000000006,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Connecticut,9.621833333333333,0.2694166666666667,1994-0023-USA,23,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,Yes,,,Kph,,,,,1994,1.0,14.0,1994,1.0,20.0,69.0,,,,,,175000.0,,57.9779742380726
1994,Florida,22.414333333333335,0.2113333333333333,1994-0152-USA,152,Natural,Meteorological,Storm,Tropical cyclone,,Alberto,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,7.0,,1994,7.0,,32.0,22.0,20000.0,,20022.0,,95000.0,250000.0,57.9779742380726
1994,Georgia,18.016750000000002,0.1996666666666667,1994-0019-USA,19,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,3.0,26.0,1994,3.0,26.0,44.0,350.0,,,350.0,,245000.0,,57.9779742380726
1994,Georgia,18.016750000000002,0.1996666666666667,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1994,Georgia,18.016750000000002,0.1996666666666667,1994-0152-USA,152,Natural,Meteorological,Storm,Tropical cyclone,,Alberto,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,7.0,,1994,7.0,,32.0,22.0,20000.0,,20022.0,,95000.0,250000.0,57.9779742380726
1994,Georgia,18.016750000000002,0.1996666666666667,1994-0146-USA,146,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,6.0,27.0,1994,6.0,27.0,2.0,18.0,300.0,,318.0,,,,57.9779742380726
1994,Illinois,11.408666666666669,0.20641666666666666,1994-0023-USA,23,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,Yes,,,Kph,,,,,1994,1.0,14.0,1994,1.0,20.0,69.0,,,,,,175000.0,,57.9779742380726
1994,Illinois,11.408666666666669,0.20641666666666666,1994-0339-USA,339,Natural,Meteorological,Storm,Convective storm,Hail,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,10.0,7.0,1994,10.0,7.0,,,,,,,77000.0,,57.9779742380726
1994,Illinois,11.408666666666669,0.20641666666666666,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Indiana,11.347916666666668,0.20558333333333337,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Iowa,9.166416666666665,0.19800000000000004,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Kansas,13.009500000000001,0.18608333333333335,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Kentucky,13.336416666666667,0.22183333333333333,1994-0023-USA,23,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,Yes,,,Kph,,,,,1994,1.0,14.0,1994,1.0,20.0,69.0,,,,,,175000.0,,57.9779742380726
1994,Kentucky,13.336416666666667,0.22183333333333333,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1994,Kentucky,13.336416666666667,0.22183333333333333,1994-0100-USA,100,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,15.0,1994,4.0,15.0,3.0,,,1000.0,1000.0,,70000.0,,57.9779742380726
1994,Kentucky,13.336416666666667,0.22183333333333333,1994-0146-USA,146,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,6.0,27.0,1994,6.0,27.0,2.0,18.0,300.0,,318.0,,,,57.9779742380726
1994,Louisiana,19.468833333333336,0.19308333333333336,1994-0019-USA,19,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,3.0,26.0,1994,3.0,26.0,44.0,350.0,,,350.0,,245000.0,,57.9779742380726
1994,Michigan,6.990083333333334,0.21908333333333332,1994-0152-USA,152,Natural,Meteorological,Storm,Tropical cyclone,,Alberto,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,7.0,,1994,7.0,,32.0,22.0,20000.0,,20022.0,,95000.0,250000.0,57.9779742380726
1994,Minnesota,5.278249999999999,0.18475,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Mississippi,17.996666666666666,0.19475,1994-0019-USA,19,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,3.0,26.0,1994,3.0,26.0,44.0,350.0,,,350.0,,245000.0,,57.9779742380726
1994,Mississippi,17.996666666666666,0.19475,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1994,Missouri,12.908916666666668,0.19258333333333333,1994-0100-USA,100,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,15.0,1994,4.0,15.0,3.0,,,1000.0,1000.0,,70000.0,,57.9779742380726
1994,Montana,6.051000000000001,0.17825000000000002,1994-0192-USA,192,Natural,Climatological,Wildfire,Forest fire,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,10000.0,Km2,,,,,1994,8.0,6.0,1994,8.0,6.0,,,1200.0,,1200.0,,,,57.9779742380726
1994,Nebraska,9.838583333333334,0.19433333333333336,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Nevada,10.4605,0.22066666666666668,1994-0192-USA,192,Natural,Climatological,Wildfire,Forest fire,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,10000.0,Km2,,,,,1994,8.0,6.0,1994,8.0,6.0,,,1200.0,,1200.0,,,,57.9779742380726
1994,New Jersey,11.156166666666666,0.24425,1994-0023-USA,23,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,Yes,,,Kph,,,,,1994,1.0,14.0,1994,1.0,20.0,69.0,,,,,,175000.0,,57.9779742380726
1994,New York,7.499083333333335,0.21575,1994-0023-USA,23,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,Yes,,,Kph,,,,,1994,1.0,14.0,1994,1.0,20.0,69.0,,,,,,175000.0,,57.9779742380726
1994,North Carolina,15.384250000000002,0.171,1994-0019-USA,19,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,3.0,26.0,1994,3.0,26.0,44.0,350.0,,,350.0,,245000.0,,57.9779742380726
1994,North Carolina,15.384250000000002,0.171,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1994,North Carolina,15.384250000000002,0.171,1994-0146-USA,146,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,6.0,27.0,1994,6.0,27.0,2.0,18.0,300.0,,318.0,,,,57.9779742380726
1994,Ohio,10.686333333333335,0.23116666666666663,1994-0023-USA,23,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,Yes,,,Kph,,,,,1994,1.0,14.0,1994,1.0,20.0,69.0,,,,,,175000.0,,57.9779742380726
1994,Oklahoma,15.853666666666664,0.2000833333333333,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Oregon,8.877416666666667,0.19525,1994-0192-USA,192,Natural,Climatological,Wildfire,Forest fire,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,10000.0,Km2,,,,,1994,8.0,6.0,1994,8.0,6.0,,,1200.0,,1200.0,,,,57.9779742380726
1994,South Carolina,17.581833333333336,0.19608333333333336,1994-0019-USA,19,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,3.0,26.0,1994,3.0,26.0,44.0,350.0,,,350.0,,245000.0,,57.9779742380726
1994,South Carolina,17.581833333333336,0.19608333333333336,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1994,South Carolina,17.581833333333336,0.19608333333333336,1994-0146-USA,146,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,6.0,27.0,1994,6.0,27.0,2.0,18.0,300.0,,318.0,,,,57.9779742380726
1994,South Dakota,7.52,0.19841666666666669,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Tennessee,14.478916666666668,0.20650000000000002,1994-0023-USA,23,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,Yes,,,Kph,,,,,1994,1.0,14.0,1994,1.0,20.0,69.0,,,,,,175000.0,,57.9779742380726
1994,Tennessee,14.478916666666668,0.20650000000000002,1994-0019-USA,19,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,3.0,26.0,1994,3.0,26.0,44.0,350.0,,,350.0,,245000.0,,57.9779742380726
1994,Tennessee,14.478916666666668,0.20650000000000002,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1994,Texas,18.797416666666667,0.16741666666666666,1994-0019-USA,19,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,3.0,26.0,1994,3.0,26.0,44.0,350.0,,,350.0,,245000.0,,57.9779742380726
1994,Texas,18.797416666666667,0.16741666666666666,1994-0361-USA,361,Natural,Hydrological,Flood,Riverine flood,,,Kill,United States of America (the),USA,Northern America,Americas,Heavy rain,Fire,,,No,No,,72990.0,Km2,,,,"San Jacinto, Neches, Brazos, Trinity",1994,10.0,17.0,1994,10.0,23.0,37.0,70.0,14000.0,,14070.0,,700000.0,700000.0,57.9779742380726
1994,Texas,18.797416666666667,0.16741666666666666,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1994,Texas,18.797416666666667,0.16741666666666666,1994-0100-USA,100,Natural,Meteorological,Storm,Convective storm,Severe storm,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,15.0,1994,4.0,15.0,3.0,,,1000.0,1000.0,,70000.0,,57.9779742380726
1994,Texas,18.797416666666667,0.16741666666666666,1994-0106-USA,106,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1994,4.0,26.0,1994,4.0,26.0,3.0,60.0,,,60.0,,800.0,100000.0,57.9779742380726
1994,Utah,9.475666666666667,0.22299999999999998,1994-0192-USA,192,Natural,Climatological,Wildfire,Forest fire,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,10000.0,Km2,,,,,1994,8.0,6.0,1994,8.0,6.0,,,1200.0,,1200.0,,,,57.9779742380726
1994,Virginia,13.368833333333333,0.209,1994-0023-USA,23,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,Yes,,,Kph,,,,,1994,1.0,14.0,1994,1.0,20.0,69.0,,,,,,175000.0,,57.9779742380726
1994,Washington,8.724583333333333,0.18266666666666664,1994-0023-USA,23,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,Yes,,,Kph,,,,,1994,1.0,14.0,1994,1.0,20.0,69.0,,,,,,175000.0,,57.9779742380726
1994,West Virginia,11.379666666666667,0.21683333333333332,1994-0784-USA,784,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1994,2.0,10.0,1994,2.0,12.0,6.0,,,,,,475000.0,,57.9779742380726
1995,Alabama,17.536416666666668,0.16491666666666668,1995-0245-USA,245,Natural,Meteorological,Storm,Tropical cyclone,,Opal,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,200.0,Kph,,,,,1995,10.0,4.0,1995,10.0,8.0,19.0,,78000.0,,78000.0,,2500000.0,3000000.0,59.6044948945252
1995,Alabama,17.536416666666668,0.16491666666666668,1995-0404-USA,404,Natural,Meteorological,Storm,Tropical cyclone,,Erin,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,135.0,Kph,,,,,1995,7.0,31.0,1995,8.0,6.0,11.0,,6000.0,,6000.0,,375000.0,700000.0,59.6044948945252
1995,Alabama,17.536416666666668,0.16491666666666668,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Alaska,-3.55925,0.29883333333333334,1995-0483-USA,483,Natural,Hydrological,Flood,Riverine flood,,,Affected,United States of America (the),USA,Northern America,Americas,Heavy rain,,,,No,No,,50390.0,Km2,,,,,1995,9.0,18.0,1995,10.0,16.0,,,300.0,,300.0,,,10000.0,59.6044948945252
1995,California,15.09383333333333,0.22041666666666668,1995-0492-USA,492,Natural,Meteorological,Storm,,,,SigDam,United States of America (the),USA,Northern America,Americas,,Cold wave,,,No,No,,,Kph,,,,,1995,12.0,11.0,1995,12.0,13.0,6.0,,,,,,240000.0,,59.6044948945252
1995,California,15.09383333333333,0.22041666666666668,1995-0026-USA,26,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,,Kph,,,,,1995,1.0,6.0,1995,1.0,10.0,20.0,,,,,,470000.0,845000.0,59.6044948945252
1995,California,15.09383333333333,0.22041666666666668,1995-0041-USA,41,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,Yes,,,Kph,,,,,1995,3.0,8.0,1995,3.0,20.0,33.0,,,2000.0,2000.0,,666000.0,2000000.0,59.6044948945252
1995,Colorado,7.518083333333332,0.16741666666666669,1995-0083-USA,83,Natural,Meteorological,Storm,Convective storm,Tornado,,Govern,United States of America (the),USA,Northern America,Americas,,,,,No,No,,129.0,Kph,,,,,1995,5.0,16.0,1995,5.0,19.0,5.0,60.0,,,60.0,,360000.0,3000000.0,59.6044948945252
1995,Florida,22.006916666666665,0.1603333333333333,1995-0245-USA,245,Natural,Meteorological,Storm,Tropical cyclone,,Opal,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,200.0,Kph,,,,,1995,10.0,4.0,1995,10.0,8.0,19.0,,78000.0,,78000.0,,2500000.0,3000000.0,59.6044948945252
1995,Florida,22.006916666666665,0.1603333333333333,1995-0404-USA,404,Natural,Meteorological,Storm,Tropical cyclone,,Erin,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,135.0,Kph,,,,,1995,7.0,31.0,1995,8.0,6.0,11.0,,6000.0,,6000.0,,375000.0,700000.0,59.6044948945252
1995,Florida,22.006916666666665,0.1603333333333333,1995-0026-USA,26,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,Flood,,,No,No,,,Kph,,,,,1995,1.0,6.0,1995,1.0,10.0,20.0,,,,,,470000.0,845000.0,59.6044948945252
