Year,State,AverageTemperature,AverageTemperatureUncertainty,Dis No,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1975,Florida,22.361,0.20991666666666667,1975-0055-USA,55,Natural,Meteorological,Storm,Tropical cyclone,,Eloise,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1975,9.0,16.0,1975,9.0,16.0,21.0,,,,,,,550000.0,21.0503075151625
1975,Idaho,4.828916666666666,0.28158333333333335,1975-0155-USA,155,Natural,Geophysical,Earthquake,Ground movement,,,Affected,United States of America (the),USA,Northern America,Americas,,,,,,,,6.0,Richter,42.06,-122.55,20:31,,1975,3.0,27.0,1975,3.0,27.0,,,1560.0,,1560.0,,,1000.0,21.0503075151625
1975,Nebraska,9.048583333333333,0.24800000000000003,1975-0031-USA,31,Natural,Meteorological,Storm,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1975,5.0,6.0,1975,5.0,6.0,3.0,,200.0,,200.0,,,,21.0503075151625
1976,Colorado,7.088833333333334,0.24424999999999997,1976-0051-USA,51,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1976,7.0,31.0,1976,7.0,31.0,139.0,,,,,,,41000.0,22.259601389149
1977,Kansas,13.314666666666668,0.20583333333333334,1977-0118-USA,118,Natural,Hydrological,Flood,Flash flood,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1977,9.0,12.0,1977,9.0,12.0,25.0,,,,,,,,23.7068509965271
1977,Pennsylvania,9.453666666666665,0.22274999999999998,1977-0089-USA,89,Natural,Hydrological,Flood,Flash flood,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1977,7.0,22.0,1977,7.0,22.0,76.0,,2700.0,,2700.0,,,200000.0,23.7068509965271
1979,Oklahoma,14.504083333333336,0.2025,1979-0034-USA,34,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1979,4.0,10.0,1979,4.0,10.0,48.0,110.0,2000.0,,2110.0,,,550000.0,28.3875988971359
1979,Texas,17.39975,0.1729166666666667,1979-0034-USA,34,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1979,4.0,10.0,1979,4.0,10.0,48.0,110.0,2000.0,,2110.0,,,550000.0,28.3875988971359
1980,Arizona,15.82425,0.19475,1980-0294-USA,294,Natural,Hydrological,Flood,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1980,2.0,17.0,1980,2.0,17.0,,,10000.0,,10000.0,,,,32.2338932328122
1980,Louisiana,19.308833333333336,0.19258333333333336,1980-0080-USA,80,Natural,Meteorological,Storm,Tropical cyclone,,Allen,SigDam,United States of America (the),USA,Northern America,Americas,,Surge,,,No,No,,270.0,Kph,,,,,1980,8.0,9.0,1980,8.0,9.0,,,,,,,,860000.0,32.2338932328122
1980,Missouri,13.026583333333333,0.17558333333333334,1980-0063-USA,63,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,Drought,,,No,No,,,°C,,,,,1980,6.0,,1980,9.0,,1260.0,,,,,,,2000000.0,32.2338932328122
1980,Nebraska,9.993083333333335,0.18641666666666665,1980-0300-USA,300,Natural,Meteorological,Storm,Tropical cyclone,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1980,6.0,4.0,1980,6.0,4.0,5.0,100.0,,,100.0,,,20000.0,32.2338932328122
1980,Tennessee,14.248250000000004,0.17808333333333334,1980-0063-USA,63,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,Drought,,,No,No,,,°C,,,,,1980,6.0,,1980,9.0,,1260.0,,,,,,,2000000.0,32.2338932328122
1980,Texas,18.553666666666665,0.15375000000000003,1980-0080-USA,80,Natural,Meteorological,Storm,Tropical cyclone,,Allen,SigDam,United States of America (the),USA,Northern America,Americas,,Surge,,,No,No,,270.0,Kph,,,,,1980,8.0,9.0,1980,8.0,9.0,,,,,,,,860000.0,32.2338932328122
1981,Minnesota,6.233333333333333,0.21108333333333337,1981-0058-USA,58,Natural,Meteorological,Storm,,,,SigDam,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1981,6.0,23.0,1981,6.0,23.0,,,,,,,,461000.0,35.5651715205916
1981,Oklahoma,16.163916666666665,0.21,1981-0049-USA,49,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1981,5.0,9.0,1981,5.0,9.0,20.0,,,,,,,400000.0,35.5651715205916
1981,Texas,18.542583333333337,0.1935,1981-0049-USA,49,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1981,5.0,9.0,1981,5.0,9.0,20.0,,,,,,,400000.0,35.5651715205916
1982,Arkansas,15.79925,0.18575,1982-0380-USA,380,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1982,12.0,,1982,12.0,,20.0,,36000.0,,36000.0,,,,37.7458220769372
1982,California,13.702166666666669,0.26258333333333334,1982-0353-USA,353,Natural,Hydrological,Flood,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1982,1.0,3.0,1982,1.0,3.0,,,,,,,,33900.0,37.7458220769372
1982,California,13.702166666666669,0.26258333333333334,1982-0372-USA,372,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1982,9.0,3.0,1982,9.0,3.0,,,,,,,,42000.0,37.7458220769372
1982,California,13.702166666666669,0.26258333333333334,1982-0379-USA,379,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1982,11.0,9.0,1982,11.0,9.0,11.0,,,,,,,,37.7458220769372
1982,Hawaii,22.738083333333336,0.3020833333333334,1982-0124-USA,124,Natural,Meteorological,Storm,Tropical cyclone,,Iwa,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1982,11.0,23.0,1982,11.0,23.0,3.0,,,500.0,500.0,,,230000.0,37.7458220769372
1982,Missouri,12.225916666666665,0.19466666666666668,1982-0380-USA,380,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1982,12.0,,1982,12.0,,20.0,,36000.0,,36000.0,,,,37.7458220769372
1982,Texas,18.336499999999997,0.1575,1982-0046-USA,46,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1982,4.0,2.0,1982,4.0,2.0,73.0,,,,,,,500000.0,37.7458220769372
1983,Arizona,15.310416666666667,0.21258333333333335,1983-0473-USA,473,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1983,10.0,3.0,1983,10.0,3.0,10.0,,,,,,,100000.0,38.9583793014576
1983,California,14.42125,0.25825,1983-0036-USA,36,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1983,,,1983,,,19.0,,,,,,,525000.0,38.9583793014576
1983,California,14.42125,0.25825,1983-0476-USA,476,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1983,3.0,,1983,3.0,,5.0,,,,,,,130000.0,38.9583793014576
1983,Oklahoma,14.816,0.1915,1983-0492-USA,492,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1983,11.0,12.0,1983,11.0,12.0,56.0,,,,,,,,38.9583793014576
1983,Texas,17.625083333333333,0.17883333333333332,1983-0110-USA,110,Natural,Meteorological,Storm,Tropical cyclone,,Alicia,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1983,8.0,17.0,1983,8.0,17.0,21.0,,,,,,,3000000.0,38.9583793014576
1983,Texas,17.625083333333333,0.17883333333333332,1983-0492-USA,492,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1983,11.0,12.0,1983,11.0,12.0,56.0,,,,,,,,38.9583793014576
1984,California,14.699166666666665,0.24783333333333332,1984-0379-USA,379,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1984,1.0,6.0,1984,1.0,6.0,,,,,,,,30000.0,40.6338038615079
1984,Colorado,6.577750000000001,0.20350000000000001,1984-0055-USA,55,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1984,6.0,13.0,1984,6.0,13.0,,,,,,,280000.0,600000.0,40.6338038615079
1984,Mississippi,17.878083333333333,0.18458333333333332,1984-0385-USA,385,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1984,4.0,21.0,1984,4.0,21.0,11.0,,,,,,,20000.0,40.6338038615079
1984,Montana,5.511083333333333,0.20400000000000004,1984-0377-USA,377,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1984,1.0,,1984,1.0,,328.0,,,,,,,1000000.0,40.6338038615079
1984,New Jersey,11.305999999999997,0.2104166666666667,1984-0375-USA,375,Natural,Hydrological,Flood,,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1984,4.0,,1984,4.0,,,,,5500.0,5500.0,,,35000.0,40.6338038615079
1984,Wisconsin,6.829333333333334,0.2018333333333333,1984-0386-USA,386,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1984,6.0,,1984,6.0,,9.0,57.0,,,57.0,,,17000.0,40.6338038615079
1985,Arkansas,15.704500000000003,0.23266666666666672,1985-0104-USA,104,Natural,Meteorological,Storm,Tropical cyclone,,Elena,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,209.0,Kph,,,,,1985,8.0,30.0,1985,8.0,30.0,4.0,,1000000.0,,1000000.0,,,1100000.0,42.0745267678182
1985,Florida,22.06883333333333,0.20875,1985-0013-USA,13,Natural,Meteorological,Storm,Tropical cyclone,,Kate,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,177.0,Kph,,,,,1985,,,1985,,,5.0,,,,,,,,42.0745267678182
1985,Florida,22.06883333333333,0.20875,1985-0104-USA,104,Natural,Meteorological,Storm,Tropical cyclone,,Elena,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,209.0,Kph,,,,,1985,8.0,30.0,1985,8.0,30.0,4.0,,1000000.0,,1000000.0,,,1100000.0,42.0745267678182
1985,Georgia,18.108249999999998,0.2153333333333333,1985-0013-USA,13,Natural,Meteorological,Storm,Tropical cyclone,,Kate,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,177.0,Kph,,,,,1985,,,1985,,,5.0,,,,,,,,42.0745267678182
1985,Illinois,10.681000000000003,0.22866666666666668,1985-0157-USA,157,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,210530.0,Km2,,,,,1985,2.0,,1985,2.0,,7.0,,2250.0,,2250.0,,,12100.0,42.0745267678182
1985,Illinois,10.681000000000003,0.22866666666666668,1985-0166-USA,166,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,26270.0,Km2,,,,,1985,3.0,3.0,1985,3.0,3.0,4.0,,2400.0,,2400.0,,,,42.0745267678182
1985,Indiana,11.079666666666668,0.22991666666666669,1985-0157-USA,157,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,210530.0,Km2,,,,,1985,2.0,,1985,2.0,,7.0,,2250.0,,2250.0,,,12100.0,42.0745267678182
1985,Iowa,8.241333333333335,0.236,1985-0104-USA,104,Natural,Meteorological,Storm,Tropical cyclone,,Elena,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,209.0,Kph,,,,,1985,8.0,30.0,1985,8.0,30.0,4.0,,1000000.0,,1000000.0,,,1100000.0,42.0745267678182
1985,Iowa,8.241333333333335,0.236,1985-0371-USA,371,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1985,6.0,23.0,1985,6.0,23.0,,,,,,,,10000.0,42.0745267678182
1985,Kentucky,13.131833333333333,0.24124999999999996,1985-0104-USA,104,Natural,Meteorological,Storm,Tropical cyclone,,Elena,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,209.0,Kph,,,,,1985,8.0,30.0,1985,8.0,30.0,4.0,,1000000.0,,1000000.0,,,1100000.0,42.0745267678182
1985,Louisiana,19.39225,0.19333333333333336,1985-0126-USA,126,Natural,Meteorological,Storm,Tropical cyclone,,Juan,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,177.0,Kph,,,,,1985,10.0,27.0,1985,10.0,27.0,12.0,,,,,,,1500000.0,42.0745267678182
1985,Michigan,6.784,0.2283333333333333,1985-0002-USA,2,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,16880.0,Km2,,,,,1985,3.0,30.0,1985,3.0,30.0,,,300.0,,300.0,,,,42.0745267678182
1985,Michigan,6.784,0.2283333333333333,1985-0005-USA,5,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,5120.0,Km2,,,,,1985,4.0,24.0,1985,4.0,24.0,,,400.0,,400.0,,,400.0,42.0745267678182
1985,Michigan,6.784,0.2283333333333333,1985-0157-USA,157,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,210530.0,Km2,,,,,1985,2.0,,1985,2.0,,7.0,,2250.0,,2250.0,,,12100.0,42.0745267678182
1985,Mississippi,17.77275,0.19283333333333338,1985-0126-USA,126,Natural,Meteorological,Storm,Tropical cyclone,,Juan,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,177.0,Kph,,,,,1985,10.0,27.0,1985,10.0,27.0,12.0,,,,,,,1500000.0,42.0745267678182
1985,Missouri,11.952583333333335,0.21649999999999994,1985-0049-USA,49,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1985,5.0,29.0,1985,6.0,1.0,104.0,500.0,,,500.0,,231600.0,231600.0,42.0745267678182
1985,Missouri,11.952583333333335,0.21649999999999994,1985-0157-USA,157,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,210530.0,Km2,,,,,1985,2.0,,1985,2.0,,7.0,,2250.0,,2250.0,,,12100.0,42.0745267678182
1985,Missouri,11.952583333333335,0.21649999999999994,1985-0104-USA,104,Natural,Meteorological,Storm,Tropical cyclone,,Elena,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,209.0,Kph,,,,,1985,8.0,30.0,1985,8.0,30.0,4.0,,1000000.0,,1000000.0,,,1100000.0,42.0745267678182
1985,Nebraska,8.408000000000001,0.223,1985-0371-USA,371,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1985,6.0,23.0,1985,6.0,23.0,,,,,,,,10000.0,42.0745267678182
1985,New York,7.743666666666667,0.25533333333333336,1985-0049-USA,49,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1985,5.0,29.0,1985,6.0,1.0,104.0,500.0,,,500.0,,231600.0,231600.0,42.0745267678182
1985,New York,7.743666666666667,0.25533333333333336,1985-0157-USA,157,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,210530.0,Km2,,,,,1985,2.0,,1985,2.0,,7.0,,2250.0,,2250.0,,,12100.0,42.0745267678182
1985,Ohio,10.674666666666669,0.21108333333333337,1985-0049-USA,49,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1985,5.0,29.0,1985,6.0,1.0,104.0,500.0,,,500.0,,231600.0,231600.0,42.0745267678182
1985,Ohio,10.674666666666669,0.21108333333333337,1985-0002-USA,2,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,16880.0,Km2,,,,,1985,3.0,30.0,1985,3.0,30.0,,,300.0,,300.0,,,,42.0745267678182
1985,Ohio,10.674666666666669,0.21108333333333337,1985-0157-USA,157,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,210530.0,Km2,,,,,1985,2.0,,1985,2.0,,7.0,,2250.0,,2250.0,,,12100.0,42.0745267678182
1985,Oklahoma,15.232083333333334,0.23316666666666666,1985-0157-USA,157,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,210530.0,Km2,,,,,1985,2.0,,1985,2.0,,7.0,,2250.0,,2250.0,,,12100.0,42.0745267678182
1985,Pennsylvania,9.76175,0.22841666666666663,1985-0049-USA,49,Natural,Meteorological,Storm,Convective storm,Tornado,,Kill,United States of America (the),USA,Northern America,Americas,,,,,No,No,,,Kph,,,,,1985,5.0,29.0,1985,6.0,1.0,104.0,500.0,,,500.0,,231600.0,231600.0,42.0745267678182
1985,South Dakota,6.3919999999999995,0.21699999999999997,1985-0104-USA,104,Natural,Meteorological,Storm,Tropical cyclone,,Elena,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,209.0,Kph,,,,,1985,8.0,30.0,1985,8.0,30.0,4.0,,1000000.0,,1000000.0,,,1100000.0,42.0745267678182
1985,Texas,18.174583333333334,0.20191666666666666,1985-0003-USA,3,Natural,Hydrological,Flood,Riverine flood,,,Affect,United States of America (the),USA,Northern America,Americas,,,,,,,,17190.0,Km2,,,,,1985,4.0,11.0,1985,4.0,11.0,1.0,,200.0,,200.0,,,,42.0745267678182
1985,Virginia,13.51958333333333,0.24791666666666665,1985-0358-USA,358,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1985,11.0,,1985,11.0,,49.0,,,20000.0,20000.0,,,340000.0,42.0745267678182
1985,Washington,6.574916666666668,0.22583333333333333,1985-0358-USA,358,Natural,Meteorological,Storm,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1985,11.0,,1985,11.0,,49.0,,,20000.0,20000.0,,,340000.0,42.0745267678182
1986,Alabama,18.133666666666667,0.19175,1986-0249-USA,249,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,Drought,,,No,No,,,°C,,,,,1986,7.0,,1986,8.0,,48.0,,,,,,,1750000.0,42.8731298312885
1986,Arkansas,16.659583333333334,0.21433333333333335,1986-0285-USA,285,Natural,Meteorological,Storm,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Kph,,,,,1986,4.0,4.0,1986,4.0,4.0,1.0,80.0,,,80.0,,,30000.0,42.8731298312885
1986,Colorado,7.921166666666667,0.21075000000000008,1986-0030-USA,30,Natural,Hydrological,Flood,,,,Kill,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1986,2.0,13.0,1986,2.0,13.0,13.0,,,,,,,,42.8731298312885
1986,Georgia,18.745500000000003,0.21291666666666664,1986-0249-USA,249,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,Drought,,,No,No,,,°C,,,,,1986,7.0,,1986,8.0,,48.0,,,,,,,1750000.0,42.8731298312885
1986,Illinois,11.845666666666666,0.21575000000000003,1986-0237-USA,237,Natural,Hydrological,Flood,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1986,10.0,,1986,10.0,,,,,,,,76000.0,,42.8731298312885
1986,Kansas,13.671666666666669,0.20591666666666666,1986-0237-USA,237,Natural,Hydrological,Flood,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1986,10.0,,1986,10.0,,,,,,,,76000.0,,42.8731298312885
1986,Maryland,12.8895,0.21758333333333335,1986-0249-USA,249,Natural,Meteorological,Extreme temperature,Heat wave,,,Kill,United States of America (the),USA,Northern America,Americas,,Drought,,,No,No,,,°C,,,,,1986,7.0,,1986,8.0,,48.0,,,,,,,1750000.0,42.8731298312885
1986,Michigan,7.329250000000002,0.22425000000000003,1986-0237-USA,237,Natural,Hydrological,Flood,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1986,10.0,,1986,10.0,,,,,,,,76000.0,,42.8731298312885
1986,Missouri,13.537666666666672,0.22433333333333336,1986-0237-USA,237,Natural,Hydrological,Flood,,,,Declar,United States of America (the),USA,Northern America,Americas,,,,,,,,,Km2,,,,,1986,10.0,,1986,10.0,,,,,,,,76000.0,,42.8731298312885
